,기입날짜,별점,옵션,후기,sentiment,
100,23.01.31.,5,모델: 프로/프로2 / 옵션: 프로12-투명젤리케이스 + 키링,깔끔하고 상태좋아요 만족,1,
101,23.01.31.,5,모델: 프로/프로2 / 옵션: 프로02-닌텐도,사은품으로 2+1도 너무 좋아요,1,
102,23.01.31.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,퀄리티나 마감 다 가격대비 만족해요 ㅎㅎ,1,
103,23.01.31.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,이쁘네요 잘쓰고깄어여,1,
104,23.01.30.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,사이즈 딱 맞아서 안 헐렁거리고 귀여워요!,1,
105,23.01.30.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,"케이스 너무 귀여워요! 에어팟에도 딱 맞게 핏되고, 마음에 듭니다. 동생꺼랑 같이 샀는데 동생도 마음에 들어하네요 ㅎㅎ 4개 샀더니 두개 더 와서 반반 갈랐어요 ㅋㅋ 많이 파세요!",1,
106,23.01.30.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,깜직하고 좋습니다. 다만 마감이 좀 아쉽습니다.,0,
107,23.01.30.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,귀엽고 사용하기도 좋아요,1,
108,23.01.28.,5,모델: 프로/프로2+청소솔 / 옵션: 프로01-마샬+청소솔,너무귀여워요.친구들이 탐내세요,1,
109,23.01.28.,5,모델: 프로/프로2 / 옵션: 프로02-닌텐도,"좋아요 이쁘네요
 잘쓰도록할게요",1,
110,23.01.27.,5,모델: 프로/프로2 / 옵션: 프로02-닌텐도,너무 귀여워요 나중에 또 구매할께요,1,
111,23.01.26.,5,모델: 에어팟 1/2세대 / 옵션: 01-닌텐도,"만족합니다~
잘쓰겠습니다!",1,
112,23.01.26.,5,모델: 프로/프로2 / 옵션: 프로38-그린(프로1),이쁘고 깔끔해요 좋아요,1,
113,23.01.26.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,분명 두개 샀는데 세 개가 왔어요 상처 없고 깨끗하고 너무 예뻐요🧡,1,
114,23.01.25.,5,모델: 프로/프로2 / 옵션: 프로04-조이패드 블랙,귀여워요 귀여워요 ㅎㅎ,1,
115,23.01.25.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,귀여워요 귀여워요 ㅎㅎ,1,
116,23.01.23.,5,모델: 프로/프로2 / 옵션: 프로36-퍼플(프로1),얼룩 때문에 더이상 사용하지 않습니다,0,
117,23.01.20.,5,모델: 프로/프로2 / 옵션: 프로10-카메라블루,좋아요 좋아요 좋아요,1,
118,23.01.20.,5,모델: 에어팟 1/2세대 / 옵션: 04-인스타,좋아요 좋아요 좋아요 좋아요,1,
119,23.01.19.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,귀염뽀짝해서 만족합니다 ㅎㅎ 퀄리티 좋아요,1,
120,23.01.08.,5,모델: 에어팟 1/2세대+보호캡 / 옵션: 22-콜라캔+보호캡,최고예요이쁘고깜찍한,1,
121,23.01.08.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,이뻐요 잘쓸게요 히히,1,
122,23.01.08.,5,모델: 프로/프로2 / 옵션: 프로48-네이비(프로2),필요했는데  배송이 빨라서 좋았습니다,1,
123,23.01.06.,5,모델: 프로/프로2 / 옵션: 프로03-조이패드 화이트,넘 이뻐요!!  서비스로 주신 케이스도 맘에 듭니다,1,
124,23.01.06.,5,모델: 프로/프로2 / 옵션: 프로47-밀크티(프로2),"배송도 빠르고 2개도 저렴한데 4개가 와서 넘 좋나요 
다만 조이콘 윗뚜껑이 조금 안맞아용 그치만 이쁩니다!!  다른 케이스도 만족!!",0,
125,23.01.06.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,기본케이스들 품질이 더 좋네요,1,#
126,23.01.06.,5,모델: 프로/프로2 / 옵션: 프로49-블랙(프로2),마샬이랑 검은색 주문했고 사은품포함 케이스 네개+키링 빠르게 잘받았어요 마샬뚜껑이 잘안닫혀서 괜히샀나싶고 다른케이스들은 만족,0,
127,23.01.06.,5,모델: 프로/프로2 / 옵션: 프로26-캔디화이트,"맘에 들어요
사은품도 대박이네요
무조건 여기서 구매하세용",1,
128,23.01.06.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,"귀엽네요 
사은품도 이것저것 챙겨주셔서
완전 득템이에요",1,
129,23.01.05.,5,모델: 프로/프로2 / 옵션: 프로22-카메라블루,"사이즈가 일단 잘 맞아서 좋고, 색감도 사진보다 깔끔하게 잘 나온것같아요",1,
130,23.01.04.,5,모델: 프로/프로2 / 옵션: 프로28-밀키핑크,생각보다 귀염뽀짝해오 ㅎㅎ,1,
131,23.01.04.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,잘쓰겠습니다 사이즈도 잘맞고 좋네요 배송도 빠르고 같이준 케이스도 맘에 들어요,1,
132,23.01.04.,5,모델: 프로/프로2 / 옵션: 프로10-카메라블루,잘쓰겠습니다 사이즈도 잘맞고 좋네요! 잘쓰겠습니다 배송도 빠르네요,1,
133,23.01.04.,5,모델: 프로/프로2 / 옵션: 프로22-카메라블루,"사진이랑 실물 같아요 
사은품도 여러가지 주시고 잘 쓸게요",1,
134,23.01.04.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,"사진이랑 똑같아요 
2개 구매했는데 케이스 2개 사은품으로 주시고 뭐 여러가지 주셨네요 잘 쓸게요",1,
135,23.01.04.,5,모델: 프로/프로2 / 옵션: 프로21-카메라민트,가성비좋게잘쓰고있어요 근데 쇠고리부분은 좀 엉성해서 다른제품꺼씀,0,
136,23.01.04.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,이뻐요 가성비 굿굿,1,
137,23.01.04.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 56-날아라시바+키링,"좋아요. 잘 안빠지고,먼지도 안붙고,",1,
138,23.01.03.,5,모델: 프로/프로2 / 옵션: 프로48-네이비(프로2),"케이스 두개 시키면 랜덤으로 서비스 주는건 알고 있었지만 케이스가 총 4개나 올줄은 몰랐네요
감사합니다 ㅎㅎ질릴때마다 바꿔서 쓰면 좋을거 같아요
청소솔도 너무 마음에 드네요!",1,
139,23.01.03.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,귀엽고 깜찍해요!!,1,
140,22.12.14.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 70-네이비,넘 좋아요 귀엽고 꼬리가 매력이네요,1,
141,22.12.13.,5,모델: 에어팟 1/2세대 / 옵션: 18-레드콜라＋키링,"완전빠른 배송이 좋았습니다
다음에도 이용할 생각이 있습니다",1,
142,22.12.13.,5,모델: 프로/프로2 / 옵션: 프로14-투슬리스 화이트,잘못온게 있었는데 바로 처리해주심 이런업체는 흥해야함,0,
143,22.12.12.,5,모델: 프로/프로2 / 옵션: 프로21-카메라민트,너무좋아요~~~~~~~~~~~~~~,1,
144,22.12.12.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,좋아요~~ 서비스로 온제품이 더 좋네요~~ㅎㅎ,1,
145,22.12.11.,5,모델: 프로/프로2 / 옵션: 프로21-카메라민트,깔끔하고 가성비 좋음,1,
146,22.12.11.,5,모델: 프로/프로2 / 옵션: 프로19-마리오,너무 귀여워요 잘 쓸게요,1,
147,22.12.10.,5,모델: 프로/프로2 / 옵션: 프로21-카메라민트,적당히 이쁘고 귀엽습니다 ! 막 튀지도 않아용,1,
148,22.12.09.,5,모델: 프로/프로2 / 옵션: 프로06-조이패드 화이트,예쁘게 생겼고 요청사항에 원하는 거 말하니깐 주셨어요 감사합니다 많이 파세요,1,
149,22.12.09.,5,모델: 프로/프로2 / 옵션: 프로02-닌텐도,너무 귀엽게 생겼어요,1,
150,22.12.08.,5,모델: 프로/프로2 / 옵션: 프로24-햄,"잘삿다고 자부합니다. 
정말 귀엽고 좋내여. 
감사합니다. 아참 보내주신 선물은 잘 쓰겟습니다",1,
151,22.12.08.,5,모델: 에어팟 1/2세대 / 옵션: 14-밀키 블루,"정말 귀엽고 퀄리티가 잇내여. 
아내가 참 좋아합니다. 보내주신 선물도 잘 받앗습니다. 감사합니다.",1,
152,22.12.07.,5,모델: 프로/프로2 / 옵션: 프로25-투명젤리케이스 + 키링,좋아 보여용!!💗💗,1,
153,22.12.07.,5,모델: 프로/프로2 / 옵션: 프로16-생쥐,너무 귀엽고 예뻐요!! 💗,1,
154,22.12.06.,5,모델: 프로/프로2+보호캡 / 옵션: 프로01-마샬+보호캡,아주 견고하고 이뻐요 ㅎ,1,
155,22.12.06.,5,모델: 프로/프로2 / 옵션: 프로22-카메라블루,아주좋아!아주좋아!아주젛아!,1,
156,22.12.06.,5,모델: 프로/프로2 / 옵션: 프로15-냥이박스,이쁘고 배송 빠름니다,1,
157,22.12.05.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 18-힙합비둘기,제품좋아요 많이파세요,1,
158,22.12.05.,5,모델: 프로/프로2 / 옵션: 프로01-마샬,가격대비 넘이뻐요 ^^,1,
159,22.12.05.,5,모델: 프로/프로2 / 옵션: 프로21-카메라민트,가격 생각하면 디게 이쁘네요 ㅎㅎ 잘쓰겠습니다.,1,
160,22.11.08.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 35-비숑인형,선물 줬는데 좋아하네요,1,
161,22.11.08.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 53-잠만보,선물 줬는데 좋아하네요,1,
162,22.11.06.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 49-데이지꽃,끼우기도 쉽고 착용감도 좋네요. 딸 아이가 좋아합니다,1,
163,22.11.03.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 01-투슬리스 블랙 캐릭터,재질도 부드러운 실리콘이고 귀엽고 좋아요,1,
164,22.11.03.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 03-시바몸통,잘쓸게요 감사합니다!,1,
165,22.11.03.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 36-푸들인형,구매한 케이스도 예쁘고 덤으로 보내주신 케이스도 비슷한걸로 주셔서 감사합니다 잘쓸게요!!,1,
166,22.10.31.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 25-미니언즈,"진짜 너무 귀여워요
사이즈도 딱 맞고
배송도 빠르고 만족합니다",1,
167,22.10.30.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 60-투명젤리케이스+키링,배송도빠르고 좋아요,1,
168,22.10.30.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 01-투슬리스 블랙 캐릭터,예뻐요^^잘 쓰고 있습니다,1,
169,22.10.29.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 16-하얀냥이,배송도. 빠르고. 너무 좋아요,1,
170,22.10.28.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 03-시바몸통,좋아요 잘쓸게요 많이파세요,1,
171,22.10.28.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 01-투슬리스 블랙 캐릭터,좋아요 귀엽네요 잘쓸게요,1,
172,22.10.27.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 01-투슬리스 블랙 캐릭터,아이가좋아합니다 귀여워요~,1,
173,22.10.26.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 01-투슬리스 블랙 캐릭터,"딸램이 골랐어요.
귀여워욤",1,
174,22.10.23.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 45-마틸다,좋아요 사은품도 마음에 드네요~,1,
175,22.10.23.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 44-레옹,가격대비 좋아요~ 구성도 알차고,1,
176,22.10.19.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 44-레옹,케이스 마음에 들고 사은품으로 온 케이스도 좋습니다. 마감은 완벽하진 않지만 쓰다보면 신경 안쓰일 정도네요. 일체형이 아니라 뒷부분이 비어 있어 먼지가 좀 붙을 것 같아 좀 아쉽네요.,0,
177,22.10.19.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 16-하얀냥이,사은품까지 풀커버가되서 완전 맘에들어요,1,
178,22.10.19.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 31-볼터치 공룡이 그린,"이쁜케린터 너무 맘에들어요~
사은품까지 완벽해요~",1,
179,22.10.18.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 45-마틸다,완전 만족해요. 너무 이뻐요. 좀 크긴 하지만 다들 귀엽다고 하네요. 저렴하게 잘 산거 같애요 ㅎ 강추합니다. 제 취향잉ㅔ요. 서비스로 귀여운 캐릭터도 주셨네요 ㅎ,1,
180,22.08.18.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 03-시바몸통,투슬리스로 낄까하다 시바캐릭이 심플한거같아서 이걸로 장착해봤네요 중간사진은 사은품이네요,1,
181,22.08.18.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 02-투슬리스 화이트 캐릭터,캐릭터도 귀여운거 같고 괜찮네요,1,
182,22.08.18.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 04-아따공룡,가격도 좋고 너무 예쁘네요. 또 사고 싶네요,1,
183,22.08.16.,5,모델: 에어팟 1/2세대 공용 / 옵션: 04-아따공룡,편하고 너무 예뻐요,1,
184,22.08.16.,5,모델: 에어팟 1/2세대 공용 / 옵션: 81-퍼플,편하고 너무 예뻐요,1,
185,22.08.13.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 29-쿼카 브라운,배송도빠르고 너무귀여워요,1,
186,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 69-투명젤리케이스+키링,이쁘고 깔끔합니다.,1,
187,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 14-베어베어+키링,깔끔하고 이뻐요. 사이즈는 좀 크네요.,0,
188,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 53-잠만보,"물건은 좋은데 잠만보가 검은색이라서 짝퉁 잠만보냐구 딸이 뭐라구 하네요
선물하려다가 싫다고 해서 제가 쓰네요ㅠ.ㅠ",0,
189,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 49-데이지꽃,어머 너무나 귀엽지 아니한가요??,1,
190,22.08.12.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 66-투명오리+키링,너무 예뻐요 하나 더 사고싶네요 ㅎ,1,
191,22.08.11.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 38-카메라민트,생각보다 괜찮아요 랜덤 케이스도 마음에 들어요,1,
192,22.08.11.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 44-레옹,가격 대비 생각보다 쓸만하내요 랜덤으로 보내준 케이스도 이쁘고 좋아요,1,
193,22.08.11.,5,모델: 에어팟 1/2세대 공용 / 옵션: 27-세일러문 마법봉,가격대비 괜찮아요~,1,
194,22.08.10.,5,모델: 에어팟 1/2세대 공용 / 옵션: 22-상어,깔끔하고 너무 좋아요!!!,1,
195,22.08.09.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 03-시바몸통,"좋아요~~~~
좋아요~~~~",1,
196,22.08.08.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 29-쿼카 브라운,배송 품질 다 만족합니다.,1,
197,22.08.08.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 46-크래커 브라운,너무 이쁘고 맘에 듭니다.,1,
198,22.08.08.,5,모델: 에어팟 1/2세대+카라비너 / 옵션: 29-쿼카 브라운,짱귀여워용ㅋㅋㅋ!!,1,
199,22.08.07.,5,모델: 에어팟 1/2세대 공용 / 옵션: 03-시바몸통,추가로 랜덤케이스도 보내주시고 때도 잘 안타서 만족하면서 잘 쓰고 있습니다!!,1,
