,Unnamed: 0,기입날짜,별점,옵션,후기,sentiment,,Unnamed: 6
137,137,23.02.08.,5,모델: 1.NEW 에어팟3세대 / 옵션: 44-푸들인형,저렴한 가격에 좋은 퀄리티!,1,,
138,138,23.02.08.,5,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,시바가 없어서 아쉬운데... 사은품을 이렇게나 주시면 남는게 있으신건지 :) 넘 감사드리고 잘 쓰겠습니다 !,0,,
139,139,23.02.08.,5,모델: 1.NEW 에어팟3세대 / 옵션: 56-밀크티,싸게 샀고 색도 예뻐요:),1,,
140,140,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,좋아요 케이스 하나는 쫌 작은듯 하네요,0,,
141,141,23.01.31.,5,모델: 1.NEW 에어팟3세대 / 옵션: 24-세일러문 얼굴,너무 귀여워용! 미쳐요 ㅠ,1,,
142,142,23.01.31.,5,모델: 에어팟 1/2세대 1+1 / 옵션: 15-핑크냥이 1+1,너무 맘에 들어요~~,1,,
143,143,23.01.30.,5,모델: 1.NEW 에어팟3세대 / 옵션: 23-세일러문 마법봉,잘 받았습니자 많이 파세요,1,,
144,144,23.01.30.,5,모델: 1.NEW 에어팟3세대 / 옵션: 63-밀키핑크,잘 받았습니자 많이 파세요,1,,
145,145,23.01.30.,5,모델: 1.NEW 에어팟3세대 / 옵션: 03-닌텐도 조이스틱,귀엽고 말랑말랑하니 기스잘 나는 하드 케이스보다는 좋은 것 같아요 잘 사용할게요 감사합니다^^,1,,
146,146,23.01.30.,5,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,마샬 스피커 케이스 귀엽고 좋네요. 서비스로 한개 더 주다니!!!,1,,
147,147,23.01.30.,5,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,배송도 너무빠르고 상품도 만족해요 넘 귀여워요❤,1,,
148,148,23.01.30.,5,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,총알배송에 제가 뭘시켰는지도 기억이 안날정도로 사은품을 많이 넣어주셨습니다❤ 정말 감동해서 앞으로 자주자주 구매할것같아요 감사합니다,1,,
149,149,23.01.30.,5,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,아주 좋아요 좋은제품 잘 사용하고 있습니다~,1,,
150,150,23.01.30.,5,모델: 1.NEW 에어팟3세대 / 옵션: 60-블랙,아주 좋아요 좋은제품 잘 사용하고 있습니다~,1,,
151,151,23.01.29.,5,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,"귀여워요 서비스로 주신 케이스도 감사합니당
배송 빠르고 좋네용",1,,
152,152,23.01.29.,5,모델: 1.NEW 에어팟3세대 / 옵션: 17-우비피기,"와 나 리뷰 진짜 안다는데.. 
안 달 수 없는 재질과 디자인임 ㅜㅜ
사장님..나눔 기부하시나요..? 이렇게 팔아서 뭐가 남나요 ㅜㅜ 진짜 잘 쓸게요! 최고에요!!
100퍼센트 고무 재질도 아니라서 내 소중한 에어팟 지켜줄 수 잇을거같아요!",1,,
153,153,23.01.28.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,"이 가격에 배송도 빠르고 추가로 주신 케이스도 너무 예쁜 ~
대만족 입니다
번창 하세요~",1,,
154,154,23.01.28.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,귀여워요 빠른 배송 감사합니다,1,,
155,155,23.01.28.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,상어모양 이뻐요! 랜덤 식빵도 좋아요,1,,
156,156,23.01.27.,5,모델: 1.NEW 에어팟3세대 / 옵션: 56-밀크티,"사진과 같아요 
1+1 착한가격에 사서 더더 만족입니다 ㅎㅎ",1,,
157,157,23.01.27.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,원하는 거 다 받았어요😳,1,,
158,158,23.01.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 15-볼터치공룡그린,귀여운거 더 많았음 조켈어뇨,1,,
159,159,23.01.26.,5,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,여러개 사놨는게 투명한건 와케 뚜껑이 잘빠져요? 별루에요,0,,
160,160,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,"이가격이라니… 말도안됩니다ㅋㅋㅋ
잘쓸게여 사장님",1,,
161,161,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,가성비 최고입니다 굿굿,1,,
162,162,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,귀엽고 좋습니다 굿,1,,
163,163,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,저렴한만큼 품질도 딱그만큼입니다,0,,
164,164,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 17-우비피기,"사이즈가 넘 딱맞고 귀여워요..
사은품도 넘 만에들어요❤️",1,,
165,165,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도,"저렴한 가격에 서비스도 주시고 무료배송이고 너무 만족스럽습니다!
감사합니다",1,,
166,166,23.01.13.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,"품질은 최고
가격은 최저
1+1으로 만족 두배
여기에 무료배송이라굽쇼
대박 나세요 사장님",1,,
167,167,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 21-마리오,질이 좋아요.아들이 맘에 들어해요,1,,
168,168,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,빠른배송에 좋은 상품,1,,
169,169,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,배송도 빠르고 케이스도 더 와서 좋았어요,1,,
170,170,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 15-볼터치공룡그린,저렴해요! 두번째 구매인데 똑같은 증정품 주셨어요.. 까망이악마..?,0,,
171,171,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,배송 빨리 오고 뚜껑도 잘 안 빠져요 덤으로 주신 케이스도 마음에 들어요 잘 쓰겠습니다!,1,,
172,172,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,너무너무 귀여워요 실리콘이라 말랑해서 좋아요!,1,,
173,173,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 07-오리모자,"오리케이스 너무 귀여워요
입술 삐죽 튀어나온게 킬포 ㅠㅠ
부피 차지가 있지만 귀여워서 잘 가지고 다녀요",0,,
174,174,23.01.12.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,"기여워요 시바견ㅋㅋㅋ
ㅠㅠㅠ 자꾸 보게되는 시바 !",1,,
175,175,23.01.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 40-쿠로미,"케이스 너무 귀여워요
아주아주 만족스럽습니당",1,,
176,176,23.01.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 28-불독블랙,"이 가격에 1+1, 배송도 빠르고 세심하기까지..구매시 적은 메시지도 하나 하나 다 읽고 맞춰주신다는 생각이 드네요.
감동 입니다.
번창하시고 잘 쓰겠습니다~~^^",1,,
177,177,23.01.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 26-아보카도,살짝양옆이뜨네요ㅠㅠ 뽑기실패인가,0,,
178,178,23.01.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 11-시바얼굴,괜찮은것 같아요 잘사용중,1,,
179,179,23.01.11.,5,모델: 1.NEW 에어팟3세대 / 옵션: 26-아보카도,에어팟3 사이즈 잘맞고 무료배송에 가성비 짱입니다 플러스 원으로 온 제품도 마음에 들어요,1,,
180,180,22.12.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 17-우비피기,케이스가 엄청 귀엽고 튼튼해요!! 너무 마음에 들어요!! 서비스로 온 케이스도 진짜 귀여워요!! 다음에도 여기서 케이스 구매할거에요!!,1,,
181,181,22.12.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,배송도 하루만에 오고 비모 캐릭터만 시켰는데 다른 케이스도 서비스로 주셨어요 가격도 배송비 무료고 엄청 싼데 배송도 빠르고 한개 더 주시기까지 하다니 너무 좋네요 퀄리티도 괜찮고 여기 꼭 추천해용,1,,
182,182,22.12.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,LED구멍 없는게 에러네요 ㅋㅋㅋ,1,,
183,183,22.12.22.,5,모델: 1.NEW 에어팟3세대 / 옵션: 06-아따공룡,예쁘고 마무리도 깔끔한 케이스 잘 받았습니다,1,,
184,184,22.12.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 63-밀키핑크,서비스로 온 것도 넘 귀여워서 오히려 먼저 착용했네요 에어팟스티커는 화이트인데 회색빛이라 아쉬워요 ㅠ,0,,
185,185,22.12.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 14-투슬리스 화이트,저렴한 가격에 감사합니다,1,,
186,186,22.12.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 23-세일러문 마법봉,배송빠르고 아주 기엽네요,1,,
187,187,22.12.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 12-시바몸통,배송도 빠르고 너무 예뻐요~ 아이들 선물로 구매했어요~,1,,
188,188,22.12.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 45-비숑인형,한상 만족하고 사용하고 있어요~ 사은품 감사합니다!,1,,
189,189,22.12.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 18-미니언즈,넘 귀여워용 잘쓰겠습니다,1,,
190,190,22.12.21.,5,모델: 1.NEW 에어팟3세대 / 옵션: 44-푸들인형,귀여워요 이거면 된 거죠,1,,
191,191,22.12.20.,5,모델: 1.NEW 에어팟3세대 / 옵션: 45-비숑인형,너무너무 귀엽고 원플러스 원 도 좋아요,1,,
192,192,22.12.20.,5,모델: 1.NEW 에어팟3세대 / 옵션: 44-푸들인형,굉장히 가성비가 좋아요,1,,
193,193,22.12.20.,5,모델: 1.NEW 에어팟3세대 / 옵션: 21-마리오,"1+1 엄청 싸게 산거 같아요~ 
배송도 빠르고 완전 귀여워요~",1,,
194,194,22.12.20.,5,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도+케이블보호캡,값싼 가격에 좋게 구매했어요,1,,
195,195,22.12.17.,5,모델: 1.NEW 에어팟3세대 / 옵션: 44-푸들인형,귀여워용~ 이뿌네요~,1,,
196,196,22.12.16.,5,모델: 1.NEW 에어팟3세대 / 옵션: 47-미러베어 블랙,조아요가격도저렴하고  케이스하나를더 주시고  너무좋아요,1,,
197,197,22.12.16.,5,모델: 1.NEW 에어팟3세대 / 옵션: 35-네모푸,귀여워용 ㅎㅎㅎ사은품으로 주신 케이스도 너무 마음에 들어요,1,,
198,198,22.12.16.,5,모델: 1.NEW 에어팟3세대 / 옵션: 45-비숑인형,"보자마자 내꺼다 싶었는데 진짜 제꺼네요…
너무 귀여워요ㅠㅠ",1,,
199,199,22.12.16.,5,모델: 1.NEW 에어팟3세대 / 옵션: 15-볼터치공룡그린,완전 귀여움 ㅋㅋㅋ 개 만족합니다,1,,
0,0,23.03.22.,1,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,뚜껑 완전 잘 떨어짐,0,0,
1,1,23.03.17.,1,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬,진짜 너무 별로에요.. 다 버림..ㅠㅠ 싼게 비지떡이네요,0,0,
2,2,23.01.30.,1,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도+케이블보호캡,모양은 이쁜데 사이즈가 작아서 쓰기 힘들어요…,0,0,
3,3,23.01.30.,1,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬+케이블보호캡,제품이 작게 나와서 잘안맞아요.,0,0,
4,4,22.12.28.,1,모델: 1.NEW 에어팟3세대 / 옵션: 45-비숑인형,"사이즈가 안맞아서 안들어가네요
교환이나 환불은 배송비가 더들어서 걍 구매확정했습니다
싼건 이유가 있는건가요.. 아쉽네요 
덤 안주시고 주문한 제품 사이즈만 맞아도 좋았을텐데 아쉽네요~ 서비스로 주신건 사이즈가 맞아요ㅋ",0,0,
5,5,22.12.25.,1,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬+케이블보호캡,사이즈가 작네요. 모양은 이쁜데…,0,0,
6,6,22.12.25.,1,모델: 1.NEW 에어팟3세대 / 옵션: 04-닌텐도+케이블보호캡,"예쁘긴한데 사이즈가 안맞아요. 
아래쪽은 그럭저럭 들어가는데 윗쪽은 아에 안들어가네요. ㅠㅠ",0,0,
7,7,22.12.21.,1,모델: 1.NEW 에어팟3세대 / 옵션: 58-카키,에어팟3 사이즈가 안맞네요 뚜껑 부분이 작아요 에휴~,0,0,
8,8,22.03.24.,1,모델: 1.에어팟3세대용 / 옵션: 01-닌텐도,와 리뷰 보고 산건데 이건머 바로 휴지통행 물건 이따위로 만들어 판다는게 신기하네 내돈ㅠㅠ,0,0,
9,9,22.02.20.,1,모델: 1.에어팟3세대용 / 옵션: 18-투명젤리+키링,그냥그럭저럭 그런 케이스,0,0,
10,10,23.03.13.,2,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,"오메...안맞아도 너무 안맞네요
반품하기 귀찮아서 그냥 버립니다",0,0,
11,11,23.03.17.,3,모델: 1.NEW 에어팟3세대 / 옵션: 55-퍼플,이뿌긴 한데 크기가 딱 맞진 않아서 조금 작아요ㅠ,0,0,
12,12,23.02.15.,3,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,그냥저냥...사용은 안하고있어요..너무 뻑뻑해서 불편 ㅜ,0,0,
13,13,23.01.21.,3,모델: 1.NEW 에어팟3세대 / 옵션: 64-투명젤리+키링,투명케이스에 까만게 묻어왔는데 그냥 쓰려고요~ 하나더 온 젤리케이스도 잘 쓰겠습니다~!!,0,0,
14,14,23.01.09.,3,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,너무 두껍고 빡빡하고 ㅜㅜ,0,0,
15,15,23.01.05.,3,모델: 1.NEW 에어팟3세대 / 옵션: 48-미러베어 화이트,케이스가 그렇게 퀄리티가 높진 않네요…,0,0,
16,16,23.01.03.,3,모델: 1.NEW 에어팟3세대 / 옵션: 40-쿠로미,"사진과 똑같아요 
긍데 뺄때 잘 안빠져요
좋은점일수도 있고 나쁠수도 있고..
1개만 시켰는데
다른 캐릭터 케이스 왔긴했는데 제 취향은 아니라서 암튼 감사합니다!",0,0,
17,17,22.08.25.,3,모델: 1.에어팟3세대용 / 옵션: 01-닌텐도 캐릭터,그닥 좋지는 않네요,0,0,
18,18,22.03.11.,3,모델: 1.에어팟3세대용 / 옵션: 06-스키틀즈,그냥 쏘쏘합니다 마감도 그닥..,0,0,
19,19,23.04.09.,4,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,아주 만족하며 사용하고있습니다.,1,1,
20,20,23.04.07.,4,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,마감이나 이런 부분이 조금 아쉽긴 하지만 저렴하게 사서 잘 사용했어요,0,0,
21,21,23.04.07.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,생각보다 튼튼하고 가성비가 좋아용,1,1,
22,22,23.04.05.,4,모델: 1.NEW 에어팟3세대 / 옵션: 06-시바얼굴,"배송이나 서비스 부분은 좋았는데, 상어능 마감이 조금 미흡해서 별 하나 뺐어요!",0,0,
23,23,23.04.04.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,우선 이뻐요~근데 뚜껑부분이 좀 헐거워서 잘 벗겨져요근데 다른 케이스들고 그런 편이라 이 제품만 특히 안 좋은 것은 아니라 조심히 쓰고 있어요 색이 밝아도 때도 잘 안타고 좋네요,0,0,
24,24,23.04.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 51-레몬,먼지가 엄청 붙어요~ 딱 맞추기도 좀 힘들긴해요,0,0,
25,25,23.03.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 07-공룡이그린,목욜 주문 토욜 받았어요 ㅎㅎ 귀여워요 ㅋㅋ 입이 살짝 안 맞아서 아쉬워요,0,0,
26,26,23.03.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 05-상어,목욜 시켜서 토욜 받았어요~ 귀여운데 입이 살짝 안 맞아요 ㅜㅜ,0,0,
27,27,23.03.23.,4,모델: 1.NEW 에어팟3세대 / 옵션: 07-공룡이그린,"무배에 귀엽고 싸서 샀는데 맘에 들어요
냄새는 조금 나지만 쓰다보면 없어지겠죠^^
너무 귀엽네요~~
감사합니다 잘 쓸께요~!!
투슬리스랑 투명케이스 청소도구는 사은품입니다~",0,0,
28,28,23.03.23.,4,모델: 1.NEW 에어팟3세대 / 옵션: 16-오리모자,"무배에 귀엽고 싸서 샀는데 맘에 들어요
냄새는 조금 나지만 쓰다보면 없어지겠죠^^
너무 귀엽네요~~",0,0,
29,29,23.03.14.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카화이트 캐릭터,귀엽긴한데 케이스 끼면 자성이 좀 떨어져서 아쉽네요,0,0,
30,30,23.03.12.,4,모델: 1.NEW 에어팟3세대 / 옵션: 48-미러베어 화이트,배송빠르고 가성비있게 쓰기 좋았어요,1,1,
31,31,23.03.11.,4,모델: 1.NEW 에어팟3세대 / 옵션: 16-볼터치공룡핑크,"서비스 제품도 좋고
우선 귀여워서 만족합니다",1,1,
32,32,23.03.08.,4,모델: 1.NEW 에어팟3세대 / 옵션: 33-공룡이그린,귀여워요. 그런데 케이스 입히면 무선 충전이 안되네요 ㅠㅠ,0,0,
33,33,23.03.06.,4,모델: 1.NEW 에어팟3세대 / 옵션: 63-밀키핑크,1개샀는데 2개나 서비스 주시고 감사해요,1,1,
34,34,23.02.28.,4,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,마감이 그렇게 좋은지는 모르겠어요 그럭저럭 괜찮아요챙겨주신 사은품 잘 쓸게요,0,0,
35,35,23.02.27.,4,모델: 1.NEW 에어팟3세대 / 옵션: 10-테디도그 화이트,괜찮은데 마감은 깔끔하지 않아요,0,0,
36,36,23.02.26.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,배송 빠르고 다양한 디자인의 케이스를 낄 수 잇어서 좋아영,1,1,
37,37,23.02.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 02-쿼카화이트 캐릭터,"자렴한 가격으로 귀여운 쿼카 샀어요! 
브라운은 품절이라 화이트로 샀는데 실물 좋아요 ㅎㅎ 이번에는 에어팟 안 잃어버리려고 튀고 큰거 중에 고르다가 귀여워서 시켰는데 사은품까지 고맙습니다! 단지,, 마감이 조금 아쉬울뿐이에요 ㅠㅠ",0,0,
38,38,23.02.24.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,"무난하니 귀엽네여.
가격도 저렴한데 서비스로 더 챙겨주다뇨 ㅠ
감사합니다",1,1,
39,39,23.02.12.,4,모델: 1.NEW 에어팟3세대 / 옵션: 58-카키,"케이스도 깔끔하고 예쁘고 좋아요
배송도 느리지 않고 빨라서 좋았어요",1,1,
40,40,23.02.09.,4,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,귀여운거 많이 받앗어요 근데 잘 안끼워져서 당황스럽긴 하네요!! 싼가격에 사서 쓸수있어서 좋습니다,0,0,
41,41,23.02.08.,4,모델: 1.NEW 에어팟3세대 / 옵션: 27-비모,귀여워요⭐️⭐️⭐️⭐️,1,1,
42,42,23.02.07.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,상어 눈 색칠이 한쪽안되있긴 한데 가격이 나쁘지않아 그냥 사용합니다~,0,0,
43,43,23.02.04.,4,모델: 1.NEW 에어팟3세대 / 옵션: 34-공룡이핑크,"화면이랑 똑같이 귀여움
서비스로 온 케이스도 귀여워서 나중에 또 구매할 것 같음ㅋ",1,1,
44,44,23.02.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,디자인귀여워요~~~사은품도 만족이에요~~~,1,1,
45,45,23.02.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,구매한 싱품은 괜찮은데 딸려온 케이스는 뚜껑과 본체 사이가 많이 벌어져서 못 씁니다. 검수 잘 해주세요,0,0,
46,46,23.02.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 49-반투명,완벽히 딱딱 끼워지는 느낌은 안나지만 잘 빠질 것 같지도 않고 충전하는 쪽 막아주기도 하고 열쇠고리 다는 곳도 있고 생각보다 너무 얇거나 하지 않아서 찢어질것같은 고무의 느낌이 아닙니다 튼튼해 보여요! 특히 반투명은 충전불빛도 잘보이고 좋아요,0,0,
47,47,23.02.01.,4,모델: 1.NEW 에어팟3세대 / 옵션: 25-에그토스트,조아요 사은품 많이 주네요; 잘쓸께요 조아요,1,1,
48,48,23.02.01.,4,모델: 1.NEW 에어팟3세대 / 옵션: 48-미러베어 화이트,조아요조아요조아요조아요쥬아요,1,1,
49,49,23.02.01.,4,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,조아요조아요조아요조아요조아요,1,1,
50,50,23.01.29.,4,모델: 1.NEW 에어팟3세대 / 옵션: 40-쿠로미,"잘 받았습니다~
귀엽네요~ 잘 쓰겠습니다.",1,1,
51,51,23.01.28.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,이가격에 퀄리티 좋았어요 잘받았습니다☺️,1,1,
52,52,23.01.28.,4,모델: 1.NEW 에어팟3세대 / 옵션: 31-고양이발 핑크,"이염도 있고 잘 안 맞지만, 이 가격에 이 정도면 그냥 쓸만해요..",0,0,
53,53,23.01.26.,4,모델: 1.NEW 에어팟3세대 / 옵션: 31-고양이발 핑크,첫번째꺼로 샀는데 두번째꺼 무료로 주신거 감사합니다~~ 이뻐요!,1,1,
54,54,23.01.26.,4,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,저렴해서 좋아요ㅎㅎ,1,1,
55,55,23.01.25.,4,모델: 1.NEW 에어팟3세대 / 옵션: 20-잠만보,뺄대 좀힘들긴하지만 가격대비 괜찮은거같습니다.,0,0,
56,56,23.01.19.,4,모델: 1.NEW 에어팟3세대 / 옵션: 44-딸기라떼,👍🏻👍🏻👍🏻👍🏻👍🏻,1,1,
57,57,23.01.16.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,디자인도 귀엽고 튼튼해요!,1,1,
58,58,23.01.14.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,좋아요좋아요좋아요좋아요,1,1,
59,59,23.01.14.,4,모델: 1.NEW 에어팟3세대 / 옵션: 54-스카이,배송에 착오가 생겨서 조금 늦었습니다. 그래도 제품은 좋네요. 감사합니다:),0,0,
60,60,23.01.13.,4,모델: 1.NEW 에어팟3세대 / 옵션: 09-테디도그브라운,귀여워요~ 근데 약~간 사이즈 미스 ㅠ,0,0,
61,61,23.01.11.,4,모델: 1.NEW 에어팟3세대 / 옵션: 08-상어,"배송은 느리지만 상품은 만족합니다.
또 구매해야겠습니다ㅎ",0,0,
62,62,23.01.10.,4,모델: 1.NEW 에어팟3세대 / 옵션: 61-캔디화이트,배송이 일주일 걸려서 너무 별로였지만 사은품으로 주신 캐릭터 케이스가 너무 귀여워요,0,0,
63,63,23.01.08.,4,모델: 1.NEW 에어팟3세대 / 옵션: 05-마샬+케이블보호캡,빠른배송 좋습니다.,1,1,
64,64,23.01.04.,4,모델: 1.NEW 에어팟3세대 / 옵션: 36-설리,가격대비 만족합니다,1,1,
65,65,23.01.03.,4,모델: 1.NEW 에어팟3세대 / 옵션: 48-미러베어 화이트,"뚜껑이 양면테잎으로 붙여야되는거라..
나중에 뺄때는 어케빼요..?",0,0,
66,66,23.01.03.,4,모델: 1.NEW 에어팟3세대 / 옵션: 01-쿼카브라운 캐릭터,"하자가 있지만 그냥 ㅋ서용 ㅎㅎ
이정도는 뭐 괜찮습니다",0,0,
67,67,23.01.02.,4,모델: 1.NEW 에어팟3세대 / 옵션: 19-몬스터볼,이뻐요 잘맞구요 추천합니다,1,1,
